,out_degree,in_degree,out_degree_centrality,in_degree_centrality,avg_trust_given,avg_trust_received,total_trust_given,total_trust_received,trust_ratio,positive_trust_given_count,negative_trust_given_count,positive_trust_received_count,negative_trust_received_count,positive_trust_given_avg,negative_trust_given_avg,trust_selectivity,betweenness_centrality,eigenvector_centrality,community,cluster,pca_x,pca_y,tsne_x,tsne_y
89,46,49,0.012166093626024863,0.012959534514678657,1.3043478260869565,1.5510204081632653,60,76,0.7894736842105263,44,2,48,1,1.8181818181818181,-10.0,9.603024574669188,0.012738987570788372,0.028419854153405467,8,0,5.720671922868351,0.2960994263956808,49.696033,4.990527
1901,1,1,0.0002644802962179318,0.0002644802962179318,6.0,3.0,6,3,2.0,1,0,1,0,6.0,0.0,0.0,0.0,0.003199688584142571,5,3,-0.7159336500057913,1.7952226085788445,22.840878,45.470245
161,36,35,0.009521290663845544,0.009256810367627613,1.5,1.3428571428571427,54,47,1.148936170212766,35,1,34,1,1.5714285714285714,-1.0,1.5277777777777777,0.0007488589557973765,0.011612951567539217,5,0,3.050142479930931,0.31493323867014344,43.871292,0.43022007
256,30,30,0.007934408886537955,0.007934408886537955,1.2333333333333334,1.0666666666666667,37,32,1.15625,29,1,29,1,1.6206896551724137,-10.0,5.578888888888889,0.0021571294467520614,0.010014440880314742,10,0,2.6840618566754664,-0.04193378243824698,42.50799,-1.1593406
351,16,14,0.004231684739486909,0.003702724147051045,1.8125,1.7142857142857142,29,24,1.2083333333333333,16,0,14,0,1.8125,0.0,1.65234375,0.000679967015274692,0.012945796313767606,2,1,0.8548167288119073,0.5227650484731658,26.32375,3.0589058
3329,1,1,0.0002644802962179318,0.0002644802962179318,5.0,1.0,5,1,5.0,1,0,1,0,5.0,0.0,0.0,0.0,0.0010665628613808571,5,3,-0.7500422636399614,1.5777077376359956,12.66025,53.18213
3341,1,1,0.0002644802962179318,0.0002644802962179318,5.0,1.0,5,1,5.0,1,0,1,0,5.0,0.0,0.0,0.0,0.0010665628613808571,5,3,-0.7500422636399614,1.5777077376359956,12.66025,53.18213
649,13,14,0.0034382438508331133,0.003702724147051045,1.4615384615384615,0.9285714285714286,19,13,1.4615384615384615,13,0,13,1,1.4615384615384615,0.0,1.1715976331360947,0.00013884325243902155,0.00389828425578881,5,1,0.6552900988739414,0.023443645646648904,27.86777,-4.714472
1583,1,1,0.0002644802962179318,0.0002644802962179318,5.0,4.0,5,4,1.25,1,0,1,0,5.0,0.0,0.0,0.0,0.0042662514455234285,5,3,-0.6936851057591986,1.6648136464626186,26.462101,43.621834
87,59,54,0.015604337476857976,0.014281935995768318,0.5254237288135594,1.4259259259259258,31,77,0.4025974025974026,51,8,54,0,1.4705882352941178,-5.5,8.452743464521687,0.0052345700659790235,0.01794056919543683,2,0,6.11394633372282,-0.13906637662575697,50.890347,0.5964332
37,54,46,0.014281935995768318,0.012166093626024863,2.759259259259259,3.217391304347826,149,148,1.0067567567567568,51,3,46,0,3.4705882352941178,-9.333333333333334,13.997599451303154,0.006532667366201538,0.09664245316694228,8,0,5.643480785683609,1.4523421880991498,51.09959,3.2154813
309,23,23,0.006083046813012432,0.006083046813012432,1.3043478260869565,1.173913043478261,30,27,1.1111111111111112,23,0,22,1,1.3043478260869565,0.0,0.820415879017013,0.001077790032746577,0.010934066103765124,5,1,1.7412223480509792,0.1708301077888556,36.073338,-0.050013997
821,4,4,0.0010579211848717272,0.0010579211848717272,3.0,2.5,12,10,1.2,4,0,4,0,3.0,0.0,4.0,5.28607023080379e-05,0.005304614556765799,2,1,-0.3206419386917863,0.6935288256839411,20.007812,25.588598
1496,2,2,0.0005289605924358636,0.0005289605924358636,3.0,2.0,6,4,1.5,2,0,2,0,3.0,0.0,4.0,0.0,0.002438453758704526,5,1,-0.5456561387360326,0.5854948993465915,14.739414,31.827663
637,7,7,0.0018513620735255225,0.0018513620735255225,2.0,1.8571428571428572,14,13,1.0769230769230769,7,0,7,0,2.0,0.0,2.0,6.115881598059311e-05,0.008003260387970562,5,1,-0.031107010761581944,0.42869058670721116,13.794644,13.306666
964,4,6,0.0010579211848717272,0.0015868817773075907,2.5,1.3333333333333333,10,8,1.25,4,0,6,0,2.5,0.0,2.75,0.00012526013678667097,0.004919456230497764,5,1,-0.2330935018880312,0.38137221622244577,12.419813,17.501814
594,5,5,0.001322401481089659,0.001322401481089659,3.4,2.8,17,14,1.2142857142857142,5,0,5,0,3.4,0.0,7.4399999999999995,0.00021612601164945982,0.008152848040663649,5,3,-0.1433673726796492,0.7403504442893787,26.610859,23.715662
2249,1,1,0.0002644802962179318,0.0002644802962179318,5.0,2.0,5,2,2.5,1,0,1,0,5.0,0.0,0.0,0.0,0.0021331257227617142,5,3,-0.7241819578330857,1.4009368109887825,20.404213,44.078796
554,3,4,0.0007934408886537954,0.0010579211848717272,6.666666666666667,3.75,20,15,1.3333333333333333,3,0,4,0,6.666666666666667,0.0,5.5555555555555545,5.8051237992788776e-05,0.0037045879325192104,19,3,-0.3662766512535027,1.7979440993839761,25.124105,47.001915
20,57,53,0.015075376884422112,0.014017455699550384,3.5789473684210527,4.018867924528302,204,213,0.9577464788732394,53,4,53,0,4.188679245283019,-4.5,11.226223453370267,0.01487376685080651,0.12135192576825952,10,0,7.102347705226116,2.2756334639678073,51.792656,4.3144393
2227,1,1,0.0002644802962179318,0.0002644802962179318,5.0,2.0,5,2,2.5,1,0,1,0,5.0,0.0,0.0,0.0,0.0021331257227617142,5,3,-0.7241819578330857,1.4009368109887825,20.404213,44.078796
1315,2,2,0.0005289605924358636,0.0005289605924358636,4.5,2.5,9,5,1.8,2,0,2,0,4.5,0.0,0.25,2.1144747497620076e-05,0.002161288260268228,5,3,-0.6052311495475414,1.2783948083453343,20.414629,42.851704
519,14,15,0.003702724147051045,0.003967204443268977,1.4285714285714286,1.0666666666666667,20,16,1.25,14,0,14,1,1.4285714285714286,0.0,1.102040816326531,0.0006126680128311696,0.005167853712355234,5,1,0.8108048880525398,0.04338789427595287,28.505142,-3.6110022
1316,1,1,0.0002644802962179318,0.0002644802962179318,5.0,5.0,5,5,1.0,1,0,1,0,5.0,0.0,0.0,0.0,0.005332814306904284,5,3,-0.6805590556762415,1.8584939330763628,28.929821,44.267487
2149,3,2,0.0007934408886537954,0.0005289605924358636,2.3333333333333335,1.0,7,2,3.5,3,0,2,0,2.3333333333333335,0.0,3.555555555555556,4.6109804744449884e-06,0.0011385328899056108,5,1,-0.5221393475087298,0.5427674839805725,6.1240916,50.83231
1724,2,2,0.0005289605924358636,0.0005289605924358636,3.0,1.5,6,3,2.0,2,0,2,0,3.0,0.0,4.0,5.949137730959455e-05,0.00316183812742303,5,1,-0.5440193655393919,0.5607671798987521,8.264044,40.34401
18,78,78,0.02062946310499868,0.02062946310499868,2.628205128205128,2.7564102564102564,205,215,0.9534883720930233,78,0,78,0,2.628205128205128,0.0,6.002794214332678,0.009517771987158228,0.013305754826200483,5,0,8.242476904022983,1.5529346536750146,53.47228,3.1609678
57,58,55,0.015339857180640043,0.014546416291986249,2.189655172413793,1.8727272727272728,127,103,1.233009708737864,58,0,55,0,2.189655172413793,0.0,4.498513674197386,0.006894885960551783,0.005438443952217133,5,0,5.72479124787318,1.0246975747004363,49.898186,3.1149483
118,38,36,0.010050251256281409,0.009521290663845544,1.6842105263157894,1.75,64,63,1.0158730158730158,36,2,36,0,2.0833333333333335,-5.5,8.21606648199446,0.0013061249491857834,0.026188188107388294,2,0,3.416484931010693,0.41763942921155855,45.006294,-0.49305758
3254,11,10,0.0029092832583972497,0.002644802962179318,1.7272727272727273,0.1,19,1,19.0,11,0,9,1,1.7272727272727273,0.0,0.9256198347107436,0.00025901847481707966,-0.005858664773422149,2,3,0.21242654329663965,2.695453586554912,11.75572,58.01541
1177,3,2,0.0007934408886537954,0.0005289605924358636,3.0,3.0,9,6,1.5,3,0,2,0,3.0,0.0,2.0,1.526766030746221e-05,0.00224559662724651,5,1,-0.5163136558814321,0.9070199684428949,18.078209,29.834171
112,24,21,0.006347527109230363,0.005554086220576567,2.9583333333333335,3.1904761904761907,71,67,1.0597014925373134,24,0,21,0,2.9583333333333335,0.0,7.623263888888888,0.0010038998428771432,0.028417355727411414,3,1,1.7950485563033034,1.0434255427980368,33.235355,3.6858678
11,203,203,0.05368950013224015,0.05368950013224015,0.7783251231527094,1.3940886699507389,158,283,0.558303886925795,183,20,183,20,1.9562841530054644,-10.0,16.694702613506763,0.05203785696145742,0.015374845219450187,2,2,27.462708596252394,-2.8147845900818544,58.0981,0.79786944
586,7,8,0.0018513620735255225,0.0021158423697434543,2.2857142857142856,1.75,16,14,1.1428571428571428,7,0,8,0,2.2857142857142856,0.0,2.4897959183673466,0.0003201476939256672,0.007541004155740765,10,1,0.05025039698885504,0.46835766693257547,14.720061,13.545901
35,27,82,0.007140967997884159,0.021687384289870406,0.37037037037037035,1.951219512195122,10,160,0.0625,17,10,81,1,2.3529411764705883,-3.0,9.270233196159122,0.002657592846919595,0.024387263036649277,6,0,5.9681761446994495,-0.4873665280631535,48.95082,-0.4604953
15,197,123,0.052102618354932566,0.03253107643480561,0.3299492385786802,2.024390243902439,65,249,0.26104417670682734,152,45,113,10,1.5921052631578947,-3.933333333333333,10.708392383210082,0.05995858952723257,0.033083128742397216,6,2,24.654186509446067,-1.9692076239766625,57.427193,0.32325056
1445,2,2,0.0005289605924358636,0.0005289605924358636,4.5,2.0,9,4,2.25,2,0,2,0,4.5,0.0,0.25,0.0,0.006697834384280127,5,3,-0.5982050993116258,1.2725237369343465,20.053152,43.36179
152,32,26,0.008463369478973817,0.0068764877016662266,2.53125,1.8846153846153846,81,49,1.653061224489796,32,0,26,0,2.53125,0.0,3.0615234375,0.0008250629935884953,0.021932312939689055,6,1,2.3356381207112427,0.9671122599006293,40.82348,0.7376986
2,195,205,0.0515736577624967,0.05421846072467602,2.0358974358974358,3.5853658536585367,397,735,0.5401360544217687,186,9,205,0,2.5376344086021505,-8.333333333333334,9.942301117685734,0.0540203907061372,0.27402565454350686,17,2,26.654158565049865,4.903826098122985,58.127857,1.8357096
113,38,40,0.010050251256281409,0.010579211848717272,2.4210526315789473,1.65,92,66,1.393939393939394,36,2,33,7,3.111111111111111,-10.0,13.822714681440445,0.0024258962254649656,0.0664005254574157,6,0,4.272272072264367,-0.7209470409503288,51.1101,-3.6388388
44,50,49,0.013224014810896589,0.012959534514678657,2.7,2.4693877551020407,135,121,1.115702479338843,50,0,49,0,2.7,0.0,2.77,0.011777025513277159,0.03536907564729548,17,0,5.585667591738911,1.570801089609026,49.97066,4.569054
2401,2,2,0.0005289605924358636,0.0005289605924358636,2.5,1.0,5,2,2.5,2,0,2,0,2.5,0.0,0.25,5.450948716512422e-06,0.0016866174253651897,5,1,-0.6118544681654592,0.5659795939102581,0.59368414,49.94842
10,177,164,0.046813012430573925,0.04337476857974081,1.6045197740112995,1.7560975609756098,284,288,0.9861111111111112,166,11,163,1,1.9337349397590362,-3.3636363636363638,4.69105301797057,0.036013884117939966,0.0803165725361022,17,2,21.188827944628404,2.3231856603067382,57.388073,1.825527
2378,2,2,0.0005289605924358636,0.0005289605924358636,2.0,1.0,4,2,2.0,2,0,2,0,2.0,0.0,1.0,4.699357274795943e-05,0.0018179883974058402,5,1,-0.5905313283684083,0.33062499332731865,-3.9951959,49.636623
126,36,25,0.009521290663845544,0.006612007405448294,1.0277777777777777,2.36,37,59,0.6271186440677966,33,3,25,0,2.0303030303030303,-10.0,11.915895061728397,0.0033542952553728984,0.008840452725162382,6,0,3.0012139784444036,-0.048800820194943965,44.284565,-3.85059
3245,1,1,0.0002644802962179318,0.0002644802962179318,3.0,1.0,3,1,3.0,1,0,1,0,3.0,0.0,0.0,0.0,0.0010665628613808571,5,1,-0.7261376061020595,0.7648842565045181,3.1413882,50.918884
783,3,4,0.0007934408886537954,0.0010579211848717272,2.3333333333333335,2.5,7,10,0.7,3,0,4,0,2.3333333333333335,0.0,0.8888888888888888,9.769842051923876e-05,0.0021182175156781485,8,1,-0.4136749025595751,0.5617052484902415,11.058202,23.984629
493,8,10,0.0021158423697434543,0.002644802962179318,2.0,1.7,16,17,0.9411764705882353,8,0,9,1,2.0,0.0,1.0,0.00020238034100026847,0.01052499255290521,13,1,0.23069026651335242,0.25214704873976707,23.633385,-6.7013903
1358,2,3,0.0005289605924358636,0.0007934408886537954,2.5,1.6666666666666667,5,5,1.0,2,0,3,0,2.5,0.0,0.25,6.083928866758895e-05,0.003554140329869967,5,1,-0.5330058278431474,0.4903670856819342,9.522168,30.961365
1180,6,5,0.0015868817773075907,0.001322401481089659,1.5,1.2,9,6,1.5,6,0,5,0,1.5,0.0,0.5833333333333334,3.421127872535237e-05,0.0024674814288484963,5,1,-0.232774083907673,0.23441912441728086,5.246448,6.5301456
529,12,12,0.0031737635546151815,0.0031737635546151815,1.5,1.25,18,15,1.2,12,0,12,0,1.5,0.0,0.5833333333333334,0.001049199885075395,0.0013333972029284896,5,1,0.532507556380596,0.27533039673970283,19.929724,2.6692715
333,13,13,0.0034382438508331133,0.0034382438508331133,1.4615384615384615,1.9230769230769231,19,25,0.76,12,1,13,0,2.4166666666666665,-10.0,13.633136094674558,0.00018441720613820273,0.014318763055338123,3,1,0.8434287290805459,-0.2003819110731264,42.046906,-11.472763
1538,3,3,0.0007934408886537954,0.0007934408886537954,2.0,1.3333333333333333,6,4,1.5,3,0,3,0,2.0,0.0,0.6666666666666666,6.352677626821283e-06,0.002580028860518097,5,1,-0.48919618652356606,0.3548271359452043,-2.8672364,17.794512
2282,1,1,0.0002644802962179318,0.0002644802962179318,3.0,2.0,3,2,1.5,1,0,1,0,3.0,0.0,0.0,0.0,0.0021331257227617142,5,1,-0.7059369695058142,0.7527583135288416,12.3650675,36.32905
1519,3,3,0.0007934408886537954,0.0007934408886537954,2.0,1.3333333333333333,6,4,1.5,3,0,3,0,2.0,0.0,0.6666666666666666,9.04496957536136e-06,0.0024388676611082896,5,1,-0.4894146116364772,0.353819409670148,-2.865965,17.796093
2966,1,1,0.0002644802962179318,0.0002644802962179318,3.0,1.0,3,1,3.0,1,0,1,0,3.0,0.0,0.0,0.0,0.0010665628613808571,5,1,-0.7261376061020595,0.7648842565045181,3.1413882,50.918884
474,12,11,0.0031737635546151815,0.0029092832583972497,0.6666666666666666,1.5454545454545454,8,17,0.47058823529411764,11,1,11,0,1.6363636363636365,-10.0,10.722222222222221,0.000931111625406353,0.002442738660824335,10,1,0.6842387817861865,-0.486758290240829,40.735718,-12.536019
330,19,17,0.0050251256281407045,0.00449616503570484,0.21052631578947367,1.4705882352941178,4,25,0.16,15,4,17,0,1.6666666666666667,-5.25,10.797783933518007,0.0005295680539839133,0.014258963323730797,5,1,1.5193654093201892,-0.6704244714807529,45.45281,-8.65755
958,8,9,0.0021158423697434543,0.002380322665961386,1.5,0.8888888888888888,12,8,1.5,8,0,8,1,1.5,0.0,0.5,0.0003541486720758989,0.0010718835050755051,5,1,0.1465426978423032,-0.01141075199902277,24.842583,-8.747771
17,111,108,0.029357312880190427,0.028563871991536635,2.099099099099099,2.009259259259259,233,217,1.0737327188940091,110,1,107,1,2.209090909090909,-10.0,3.2964856748640536,0.012142427496861058,0.09655247226787797,10,0,12.062135315249272,2.1474289885522233,55.508404,2.7594695
1295,4,4,0.0010579211848717272,0.0010579211848717272,1.75,1.25,7,5,1.4,4,0,4,0,1.75,0.0,0.6875,2.080046786980111e-05,0.004468645318083669,5,1,-0.37739983772332114,0.28326301891641664,-3.430187,15.615362
38,80,59,0.021158423697434543,0.015604337476857976,1.8375,2.4915254237288136,147,147,1.0,77,3,59,0,2.1818181818181817,-7.0,7.06109375,0.009454305305337498,0.061034745709139096,5,0,7.678513691429283,1.3741822042697898,52.834152,2.7785616
1952,1,1,0.0002644802962179318,0.0002644802962179318,3.0,2.0,3,2,1.5,1,0,1,0,3.0,0.0,0.0,0.0,0.0021331257227617142,5,1,-0.7059369695058142,0.7527583135288416,12.3650675,36.32905
223,19,17,0.0050251256281407045,0.00449616503570484,1.8421052631578947,2.1176470588235294,35,36,0.9722222222222222,19,0,17,0,1.8421052631578947,0.0,2.1329639889196677,0.009830875067984917,0.02786716009199531,17,1,2.142419649331969,0.8582033866693414,45.278267,11.0212
625,6,8,0.0015868817773075907,0.0021158423697434543,2.1666666666666665,1.625,13,13,1.0,6,0,8,0,2.1666666666666665,0.0,1.1388888888888888,0.0002981906116616701,0.0028318037275617608,6,1,-0.03606469720331357,0.40750753112952426,13.130878,14.13986
1392,2,2,0.0005289605924358636,0.0005289605924358636,1.5,2.5,3,5,0.6,2,0,2,0,1.5,0.0,0.25,3.6408449326650175e-05,0.0054051168702762015,5,1,-0.5667997336588185,0.3799710365380561,-14.4062605,2.214369
3355,1,1,0.0002644802962179318,0.0002644802962179318,2.0,1.0,2,1,2.0,1,0,1,0,2.0,0.0,0.0,0.0,0.0010665628613808571,5,1,-0.7141852773331084,0.3584725159387794,-6.1440883,56.064358
1881,2,2,0.0005289605924358636,0.0005289605924358636,1.5,1.5,3,3,1.0,2,0,2,0,1.5,0.0,0.25,0.0,0.002145440210829305,5,1,-0.5920216730015825,0.19401936722037438,-11.935752,9.859325
58,131,79,0.034646918804549065,0.02089394340121661,0.7251908396946565,1.2911392405063291,95,102,0.9313725490196079,110,21,75,4,1.7727272727272727,-4.761904761904762,7.832876871977158,0.01989874292498295,0.03468754983252601,2,0,13.397339676144343,-0.5919814261198693,55.64999,-0.08290523
96,47,43,0.012430573922242795,0.011372652737371067,1.0638297872340425,1.7209302325581395,50,74,0.6756756756756757,44,3,43,0,1.4772727272727273,-5.0,4.2299683114531454,0.008457780427342918,0.015913218392454808,6,0,4.915833724611113,0.46401531724016765,48.791107,4.0645843
1580,4,4,0.0010579211848717272,0.0010579211848717272,1.5,1.0,6,4,1.5,4,0,4,0,1.5,0.0,0.25,4.744451931947904e-05,0.0021037503367154617,2,1,-0.3901642865415404,0.1851034328948427,-19.68453,22.253166
196,22,23,0.005818566516794499,0.006083046813012432,-0.045454545454545456,1.7391304347826086,-1,40,-0.025,18,4,23,0,1.6666666666666667,-7.75,16.95247933884298,0.0012164447476197134,0.017517600932238107,10,1,2.157477532826502,-0.8952999249333188,45.86053,-8.689216
146,35,35,0.009256810367627613,0.009256810367627613,1.457142857142857,1.457142857142857,51,51,1.0,35,0,35,0,1.457142857142857,0.0,0.4195918367346939,0.0031990687941172444,0.016060226658296047,20,0,3.146918973734735,0.6820955956602199,43.8996,1.5923021
416,12,13,0.0031737635546151815,0.0034382438508331133,2.6666666666666665,1.5384615384615385,32,20,1.6,12,0,12,1,2.6666666666666665,0.0,3.8888888888888893,0.0010754790659264692,-0.006966592722145152,2,1,0.6450287075149592,0.27723403292053844,30.78602,8.295226
1198,4,4,0.0010579211848717272,0.0010579211848717272,1.75,1.5,7,6,1.1666666666666667,4,0,4,0,1.75,0.0,0.6875,6.820503747575473e-05,0.003040422263146093,2,1,-0.3742603303529544,0.29170973694221153,1.4470463,12.359164
3319,1,1,0.0002644802962179318,0.0002644802962179318,2.0,1.0,2,1,2.0,1,0,1,0,2.0,0.0,0.0,0.0,0.0010665628613808571,5,1,-0.7141852773331084,0.3584725159387794,-6.1445756,56.06393
1867,3,3,0.0007934408886537954,0.0007934408886537954,1.6666666666666667,1.0,5,3,1.6666666666666667,3,0,3,0,1.6666666666666667,0.0,0.2222222222222222,2.1760611551466384e-05,0.0014615341500492283,5,1,-0.4993941105595593,0.23801068805868292,-19.957342,26.386206
896,6,7,0.0015868817773075907,0.0018513620735255225,1.5,1.2857142857142858,9,9,1.0,6,0,7,0,1.5,0.0,0.5833333333333334,5.7626564937066617e-05,0.002076056178779251,3,1,-0.12228507171691681,0.1794960285319992,6.4815865,4.232183
617,9,10,0.002380322665961386,0.002644802962179318,1.8888888888888888,1.3,17,13,1.3076923076923077,9,0,9,1,1.8888888888888888,0.0,1.4320987654320987,0.00014670479596615597,0.0016122812443175154,8,1,0.24489266650881453,0.11359718326502136,24.03301,-7.313022
3300,1,1,0.0002644802962179318,0.0002644802962179318,2.0,1.0,2,1,2.0,1,0,1,0,2.0,0.0,0.0,0.0,0.0010665628613808571,5,1,-0.7141852773331084,0.3584725159387794,-6.5496464,56.45693
1877,2,2,0.0005289605924358636,0.0005289605924358636,1.5,1.5,3,3,1.0,2,0,2,0,1.5,0.0,0.25,4.189285878732989e-06,0.002169717721632362,5,1,-0.5915171045927153,0.19427068956706312,-11.937577,9.68266
462,14,13,0.003702724147051045,0.0034382438508331133,1.7142857142857142,1.3846153846153846,24,18,1.3333333333333333,14,0,13,0,1.7142857142857142,0.0,1.204081632653061,0.0007410011966090779,0.004294534885774383,20,1,0.6707623388529357,0.38503574211699526,24.757479,2.5059195
3279,1,1,0.0002644802962179318,0.0002644802962179318,2.0,1.0,2,1,2.0,1,0,1,0,2.0,0.0,0.0,0.0,0.0010665628613808571,5,1,-0.7141852773331084,0.3584725159387794,-6.5501738,56.45743
454,14,13,0.003702724147051045,0.0034382438508331133,1.5,1.3846153846153846,21,18,1.1666666666666667,13,1,13,0,1.6923076923076923,-1.0,1.6785714285714286,0.0004788365196297649,0.006740790760563901,5,1,0.7180341947020107,0.24689230082910316,23.691208,2.1116674
1860,3,3,0.0007934408886537954,0.0007934408886537954,2.0,1.0,6,3,2.0,3,0,3,0,2.0,0.0,0.6666666666666666,1.154854755976344e-05,0.0012593150474020012,5,1,-0.4987495218127756,0.3517572171534948,-4.1378946,50.286
121,34,32,0.00899233007140968,0.008463369478973817,1.8529411764705883,1.90625,63,61,1.0327868852459017,34,0,32,0,1.8529411764705883,0.0,1.0666089965397927,0.003965841276750921,0.021180700101997706,5,0,3.043773718014437,0.8856102698258532,43.150616,2.004563
151,20,20,0.005289605924358636,0.005289605924358636,2.75,2.5,55,50,1.1,19,1,19,1,3.0,-2.0,13.6875,0.0017571935339975964,0.002188095880600538,5,1,1.7146201871765903,0.10130742703956679,42.541683,-8.879608
1570,4,4,0.0010579211848717272,0.0010579211848717272,1.75,1.0,7,4,1.75,4,0,4,0,1.75,0.0,0.6875,3.475698316200484e-05,0.0018417280236759546,10,1,-0.38907846858792244,0.26480795413056885,-19.661512,27.05572
1573,3,3,0.0007934408886537954,0.0007934408886537954,2.0,1.3333333333333333,6,4,1.5,3,0,3,0,2.0,0.0,0.6666666666666666,1.1502565434810548e-05,0.003224670854747016,5,1,-0.48644758238915586,0.3597216390104579,-2.869163,17.784225
1063,6,6,0.0015868817773075907,0.0015868817773075907,1.5,1.1666666666666667,9,7,1.2857142857142858,6,0,6,0,1.5,0.0,0.25,0.00013256496838815447,0.00322099989779597,5,1,-0.17112436797112343,0.2191174089142569,5.663267,5.0858707
1353,4,4,0.0010579211848717272,0.0010579211848717272,1.25,1.25,5,5,1.0,4,0,4,0,1.25,0.0,0.1875,1.8171495222723316e-05,0.002530356821483698,5,1,-0.386111680834169,0.10457067985934168,-2.454248,1.2609047
459,11,11,0.0029092832583972497,0.0029092832583972497,1.3636363636363635,1.6363636363636365,15,18,0.8333333333333334,11,0,11,0,1.3636363636363635,0.0,0.23140495867768598,0.0005037629845513192,0.00279948617872853,2,1,0.3817926690774836,0.27645422230163436,18.606956,2.8932033
2334,2,2,0.0005289605924358636,0.0005289605924358636,2.5,1.0,5,2,2.5,2,0,2,0,2.5,0.0,0.25,6.083928866758895e-05,0.0024423462198562007,5,1,-0.6036783292037413,0.5725450425868516,0.59590536,49.951538
1267,4,4,0.0010579211848717272,0.0010579211848717272,1.25,1.25,5,5,1.0,4,0,4,0,1.25,0.0,0.1875,6.729717713226986e-05,0.002448232788270987,8,1,-0.38146471387539466,0.10478187725671165,-2.4146564,1.3089978
1060,6,6,0.0015868817773075907,0.0015868817773075907,1.3333333333333333,1.1666666666666667,8,7,1.1428571428571428,6,0,6,0,1.3333333333333333,0.0,0.22222222222222224,0.00010537353309914496,0.002685396563829978,2,1,-0.17424785594860837,0.152104209063122,5.353777,4.1298285
1061,4,4,0.0010579211848717272,0.0010579211848717272,2.0,1.75,8,7,1.1428571428571428,4,0,4,0,2.0,0.0,0.5,7.448180314526276e-05,0.00594730866639204,2,1,-0.36568128118320614,0.43519586214252187,2.2855942,15.0282955
7431,4,3,0.0010579211848717272,0.0007934408886537954,1.75,-2.6666666666666665,7,-8,-0.875,4,0,2,1,1.75,0.0,0.1875,8.168978645729689e-05,0.0008353604103672664,2,1,-0.4168695556042889,-1.1948663174201395,24.629622,-36.82228
1355,2,3,0.0005289605924358636,0.0007934408886537954,2.0,1.6666666666666667,4,5,0.8,2,0,3,0,2.0,0.0,0.0,5.9723020271226806e-05,0.001081527907986392,5,1,-0.5409734711934535,0.3293687272031848,-3.3135226,24.202768
71,21,22,0.005554086220576567,0.005818566516794499,3.1904761904761907,4.0,67,88,0.7613636363636364,21,0,22,0,3.1904761904761907,0.0,6.344671201814059,0.003676315289820242,0.00963695550893308,5,1,1.8925678420952676,1.184876735997349,31.864744,3.647631
